user_id,register_date,country,native_language,target_languages,user_type,age_group,gender,learning_goal,cohort
HT_016021,2026-03-27,Spain,German,Spanish|Russian|Japanese,free,25-34,M,Business,2026-03
HT_016022,2025-07-10,USA,Italian,Japanese|German,free,18-24,Other,Travel,2025-07
HT_016023,2025-06-28,Mexico,Chinese,German,free,18-24,F,Travel,2025-06
HT_016024,2025-11-16,Brazil,English,German|Arabic,free,25-34,Other,Travel,2025-11
HT_016025,2025-08-27,China,Korean,English|German,premium,45+,M,Travel,2025-08
HT_016026,2025-05-11,Australia,French,Chinese,free,25-34,Other,Exam,2025-05
HT_016027,2025-04-24,Brazil,French,Portuguese|Japanese,free,25-34,M,Exam,2025-04
HT_016028,2025-06-10,Germany,German,Russian,free,35-44,F,Travel,2025-06
HT_016029,2025-06-25,Germany,Portuguese,Spanish|Arabic|Korean,free,18-24,M,Exam,2025-06
HT_016030,2025-10-20,Brazil,English,German|Chinese,free,25-34,F,Business,2025-10
HT_016031,2025-08-10,USA,German,Arabic|English,premium,35-44,F,Hobby,2025-08
HT_016032,2025-08-02,USA,Korean,Japanese,free,25-34,M,Exam,2025-08
HT_016033,2026-02-12,Japan,Dutch,English|Chinese|Arabic,free,25-34,Other,Travel,2026-02
HT_016034,2025-06-26,Australia,Russian,English|Dutch|Arabic,free,18-24,F,Travel,2025-06
HT_016035,2025-06-12,UK,Spanish,Russian,free,45+,F,Exam,2025-06
HT_016036,2026-03-17,Brazil,German,Italian|Portuguese,free,18-24,Other,Immigration,2026-03
HT_016037,2025-11-25,Brazil,Spanish,German|English,free,25-34,M,Immigration,2025-11
HT_016038,2026-01-24,Brazil,Russian,German,free,18-24,F,Hobby,2026-01
HT_016039,2025-12-07,South Korea,Japanese,Italian|Dutch|Spanish,premium,45+,M,Business,2025-12
HT_016040,2026-01-20,China,English,Arabic|French|Italian,free,18-24,M,Immigration,2026-01
HT_016041,2025-06-02,USA,English,Korean|Spanish|Dutch,free,25-34,M,Hobby,2025-06
HT_016042,2026-03-19,Brazil,Spanish,German,free,25-34,F,Immigration,2026-03
HT_016043,2025-10-29,China,Japanese,German|English,free,18-24,F,Business,2025-10
HT_016044,2025-10-21,Canada,Dutch,Spanish|German|French,free,45+,Other,Business,2025-10
HT_016045,2025-04-24,Germany,Dutch,French|Korean,free,18-24,M,Business,2025-04
HT_016046,2025-10-03,Germany,French,Korean,free,25-34,F,Immigration,2025-10
HT_016047,2026-01-13,Brazil,Chinese,Russian,free,18-24,M,Business,2026-01
HT_016048,2025-05-19,Australia,Korean,English|Chinese,free,18-24,F,Immigration,2025-05
HT_016049,2026-02-23,Germany,Dutch,Italian|English,premium,35-44,F,Immigration,2026-02
HT_016050,2025-12-17,South Korea,German,Japanese,free,25-34,F,Exam,2025-12
HT_016051,2025-12-02,France,Arabic,Spanish|English|Chinese,free,25-34,F,Business,2025-12
HT_016052,2025-04-12,South Korea,German,French|Korean|Russian,free,45+,Other,Business,2025-04
HT_016053,2025-06-16,Japan,Korean,English|Italian|French,free,18-24,Other,Exam,2025-06
HT_016054,2026-02-22,South Korea,Japanese,Portuguese|English,free,25-34,F,Travel,2026-02
HT_016055,2025-05-05,USA,Dutch,Portuguese|English|German,free,35-44,M,Hobby,2025-05
HT_016056,2025-10-26,Brazil,Dutch,French|Russian,free,25-34,F,Business,2025-10
HT_016057,2025-12-07,China,Russian,German|English,free,25-34,F,Hobby,2025-12
HT_016058,2026-01-02,Australia,Dutch,Italian|German|Korean,free,25-34,Other,Immigration,2026-01
HT_016059,2025-08-18,UK,Spanish,Italian|Portuguese,free,18-24,M,Exam,2025-08
HT_016060,2026-01-12,China,Japanese,Chinese,free,18-24,Other,Travel,2026-01
HT_016061,2025-04-13,Brazil,Korean,French|Chinese|Dutch,free,25-34,F,Exam,2025-04
HT_016062,2025-05-28,France,English,Spanish,free,18-24,F,Business,2025-05
HT_016063,2026-04-05,Japan,Chinese,English|German|Korean,free,25-34,M,Immigration,2026-04
HT_016064,2026-03-17,Germany,Spanish,Japanese|Arabic|Korean,free,25-34,M,Hobby,2026-03
HT_016065,2026-01-04,Canada,Dutch,Portuguese,premium,35-44,Other,Business,2026-01
HT_016066,2025-11-05,UK,Dutch,Russian|German|Spanish,free,25-34,F,Hobby,2025-11
HT_016067,2026-03-17,Japan,Russian,Dutch|Japanese|Korean,free,18-24,M,Immigration,2026-03
HT_016068,2025-04-23,Canada,English,Dutch|Chinese,free,18-24,Other,Immigration,2025-04
HT_016069,2025-10-12,Mexico,English,German|Italian|Russian,premium,18-24,F,Exam,2025-10
HT_016070,2025-05-24,Canada,Russian,Chinese|German,premium,25-34,Other,Business,2025-05
HT_016071,2025-08-05,South Korea,Russian,Korean|Italian,free,25-34,M,Travel,2025-08
HT_016072,2025-05-06,France,Chinese,Russian|Arabic|Dutch,free,25-34,F,Travel,2025-05
HT_016073,2025-06-23,Germany,Japanese,German|Chinese|Russian,free,45+,M,Exam,2025-06
HT_016074,2025-11-05,Brazil,Russian,French,free,35-44,Other,Travel,2025-11
HT_016075,2026-02-21,South Korea,Russian,Italian|German,free,25-34,Other,Business,2026-02
HT_016076,2025-05-05,Canada,Italian,Portuguese|Arabic|French,free,25-34,F,Hobby,2025-05
HT_016077,2026-01-24,Spain,Arabic,Italian|Chinese,premium,35-44,M,Hobby,2026-01
HT_016078,2026-02-01,Japan,Chinese,Arabic|Italian|Japanese,free,18-24,F,Hobby,2026-02
HT_016079,2025-08-21,Mexico,Japanese,Chinese|Italian|Portuguese,free,25-34,F,Hobby,2025-08
HT_016080,2025-04-26,Japan,German,Portuguese|Japanese,free,35-44,M,Business,2025-04
HT_016081,2025-04-29,South Korea,Spanish,Arabic|Korean|German,free,25-34,Other,Travel,2025-04
HT_016082,2025-11-01,China,Japanese,Chinese|Arabic,free,18-24,M,Travel,2025-11
HT_016083,2025-09-16,USA,French,German,free,25-34,F,Travel,2025-09
HT_016084,2025-12-18,USA,Russian,Korean|Spanish,free,18-24,Other,Business,2025-12
HT_016085,2025-05-04,China,Portuguese,Italian|Korean,free,35-44,M,Exam,2025-05
HT_016086,2025-04-20,UK,Spanish,Portuguese|Dutch,free,18-24,Other,Travel,2025-04
HT_016087,2025-08-07,Mexico,Portuguese,Italian|German,free,25-34,Other,Immigration,2025-08
HT_016088,2025-06-24,UK,Portuguese,Arabic,premium,25-34,M,Immigration,2025-06
HT_016089,2026-03-28,China,English,Portuguese,free,18-24,F,Exam,2026-03
HT_016090,2025-06-22,Germany,Chinese,Spanish|Italian|Arabic,free,18-24,Other,Travel,2025-06
HT_016091,2026-04-10,Germany,Spanish,Korean|French,free,18-24,M,Immigration,2026-04
HT_016092,2025-04-27,France,Chinese,German|Korean,free,18-24,F,Hobby,2025-04
HT_016093,2026-04-09,China,English,Dutch|Arabic|Korean,free,25-34,M,Travel,2026-04
HT_016094,2026-04-09,Japan,Italian,Russian|Portuguese,premium,25-34,F,Immigration,2026-04
HT_016095,2025-08-24,South Korea,Portuguese,Spanish|Italian,premium,25-34,Other,Travel,2025-08
HT_016096,2025-06-06,Spain,Italian,Spanish|Dutch|German,free,18-24,Other,Immigration,2025-06
HT_016097,2026-02-24,Germany,Korean,Italian|Arabic|German,free,18-24,M,Exam,2026-02
HT_016098,2025-06-11,Mexico,Spanish,Chinese|French,free,45+,Other,Travel,2025-06
HT_016099,2025-11-09,UK,Korean,Portuguese|Chinese|German,free,25-34,M,Business,2025-11
HT_016100,2025-08-31,USA,Portuguese,Russian|Arabic,free,25-34,F,Exam,2025-08
HT_016101,2025-08-14,UK,Dutch,Chinese,free,18-24,Other,Business,2025-08
HT_016102,2025-06-02,South Korea,Arabic,Italian|English|French,free,18-24,F,Exam,2025-06
HT_016103,2026-02-12,Japan,Russian,German,free,18-24,F,Hobby,2026-02
HT_016104,2026-03-22,Germany,Dutch,English|Italian|Japanese,free,25-34,M,Business,2026-03
HT_016105,2025-06-04,Canada,French,German|Portuguese,free,18-24,M,Business,2025-06
HT_016106,2025-09-17,UK,Arabic,French,free,25-34,Other,Exam,2025-09
HT_016107,2025-07-29,Germany,Japanese,Italian|German|French,free,18-24,F,Travel,2025-07
HT_016108,2025-05-07,Australia,Russian,Portuguese|Chinese|Korean,free,25-34,F,Travel,2025-05
HT_016109,2026-03-08,Japan,English,Dutch|French|German,free,35-44,Other,Hobby,2026-03
HT_016110,2025-05-14,Germany,Italian,Russian|Spanish|Dutch,free,45+,F,Travel,2025-05
HT_016111,2025-12-15,Mexico,Japanese,Russian|German|Arabic,free,35-44,Other,Exam,2025-12
HT_016112,2025-09-10,China,Portuguese,Dutch|Russian|English,free,25-34,Other,Travel,2025-09
HT_016113,2025-09-27,Spain,Spanish,Russian|Dutch|English,free,35-44,Other,Business,2025-09
HT_016114,2025-05-25,Japan,Japanese,Chinese,premium,35-44,F,Exam,2025-05
HT_016115,2026-01-17,France,Russian,Japanese|German|English,free,25-34,M,Exam,2026-01
HT_016116,2025-05-07,USA,German,English,free,25-34,M,Travel,2025-05
HT_016117,2025-06-01,Mexico,Italian,Dutch|German|French,premium,18-24,Other,Immigration,2025-06
HT_016118,2025-09-23,UK,Korean,French,free,25-34,M,Exam,2025-09
HT_016119,2025-11-08,France,English,Spanish|German|French,free,18-24,M,Travel,2025-11
HT_016120,2025-09-19,Brazil,Japanese,German|Portuguese,free,25-34,Other,Immigration,2025-09
HT_016121,2026-01-28,Brazil,Arabic,Spanish,free,35-44,F,Travel,2026-01
HT_016122,2025-08-28,Germany,Russian,Japanese|Chinese,premium,25-34,Other,Immigration,2025-08
HT_016123,2026-03-13,Mexico,Russian,Dutch,free,18-24,F,Travel,2026-03
HT_016124,2025-07-25,France,Dutch,Italian|Arabic|Chinese,free,35-44,F,Business,2025-07
HT_016125,2025-12-22,Mexico,Russian,German,free,25-34,M,Immigration,2025-12
HT_016126,2025-10-02,China,German,Arabic|English|Italian,free,25-34,Other,Travel,2025-10
HT_016127,2025-08-02,Mexico,French,English|Portuguese|Spanish,free,35-44,F,Exam,2025-08
HT_016128,2025-06-29,Germany,Arabic,Spanish|Korean,free,18-24,F,Immigration,2025-06
HT_016129,2025-09-18,UK,Dutch,Japanese|Korean|Arabic,premium,18-24,F,Exam,2025-09
HT_016130,2025-05-31,UK,Korean,Spanish|Arabic|English,free,25-34,M,Immigration,2025-05
HT_016131,2025-12-19,Canada,English,Chinese|Dutch,free,25-34,F,Travel,2025-12
HT_016132,2025-09-16,China,Spanish,Japanese|Korean|Italian,free,18-24,M,Hobby,2025-09
HT_016133,2025-04-24,Japan,Arabic,Chinese|Portuguese|Dutch,free,35-44,M,Hobby,2025-04
HT_016134,2025-10-04,Japan,Russian,Korean|Italian|German,premium,25-34,M,Exam,2025-10
HT_016135,2026-02-08,Japan,German,Spanish|Italian,free,18-24,F,Immigration,2026-02
HT_016136,2026-01-27,Canada,Chinese,Spanish|Russian,free,25-34,F,Exam,2026-01
HT_016137,2025-05-31,Germany,French,Chinese|Portuguese,free,25-34,Other,Business,2025-05
HT_016138,2025-09-30,Germany,German,Portuguese,free,35-44,F,Business,2025-09
HT_016139,2025-05-28,Australia,Japanese,Italian|Portuguese,free,35-44,F,Travel,2025-05
HT_016140,2025-07-23,France,Italian,French,free,25-34,M,Business,2025-07
HT_016141,2026-03-24,Australia,Portuguese,Italian|French|Arabic,free,25-34,Other,Travel,2026-03
HT_016142,2025-10-08,South Korea,Dutch,Portuguese|Russian,free,25-34,M,Exam,2025-10
HT_016143,2026-03-04,UK,German,Chinese|Portuguese|English,free,18-24,Other,Immigration,2026-03
HT_016144,2026-02-12,Japan,Arabic,French,free,35-44,Other,Exam,2026-02
HT_016145,2025-09-13,Japan,Korean,French|Arabic,free,25-34,M,Hobby,2025-09
HT_016146,2025-10-16,UK,Korean,Portuguese|Japanese,premium,45+,Other,Exam,2025-10
HT_016147,2025-07-08,South Korea,Korean,Russian,free,18-24,F,Business,2025-07
HT_016148,2025-09-08,China,Portuguese,French|Russian|German,free,35-44,F,Business,2025-09
HT_016149,2026-01-12,Australia,Chinese,Japanese|Spanish|Arabic,free,35-44,F,Exam,2026-01
HT_016150,2025-07-18,Canada,French,Italian|English|Chinese,free,18-24,Other,Exam,2025-07
HT_016151,2025-08-27,Spain,German,Portuguese|Chinese|Dutch,free,35-44,F,Travel,2025-08
HT_016152,2025-09-18,Australia,Chinese,Arabic,free,25-34,F,Immigration,2025-09
HT_016153,2025-04-23,Canada,English,Arabic|Japanese,premium,18-24,F,Immigration,2025-04
HT_016154,2026-01-07,Germany,Chinese,Portuguese|Japanese,free,18-24,F,Business,2026-01
HT_016155,2026-02-03,Japan,Korean,Arabic,free,25-34,M,Immigration,2026-02
HT_016156,2025-09-15,China,German,Spanish|Arabic,premium,18-24,M,Immigration,2025-09
HT_016157,2025-07-07,Canada,French,Spanish|Chinese,free,45+,Other,Business,2025-07
HT_016158,2026-02-12,Spain,Arabic,Dutch|English,free,45+,M,Exam,2026-02
HT_016159,2025-10-01,UK,Dutch,Portuguese,free,18-24,Other,Business,2025-10
HT_016160,2025-07-20,South Korea,Portuguese,Arabic,premium,18-24,F,Hobby,2025-07
HT_016161,2025-08-12,UK,French,Japanese,premium,25-34,M,Exam,2025-08
HT_016162,2025-09-18,Spain,Arabic,Russian|Spanish|English,free,18-24,M,Business,2025-09
HT_016163,2026-02-11,South Korea,Japanese,Arabic|Russian,free,45+,Other,Immigration,2026-02
HT_016164,2025-08-27,Japan,Japanese,Russian,free,45+,F,Business,2025-08
HT_016165,2025-09-23,UK,Arabic,Italian,free,35-44,Other,Travel,2025-09
HT_016166,2025-07-22,South Korea,Russian,French|German,free,25-34,F,Exam,2025-07
HT_016167,2025-05-13,South Korea,Russian,Italian|Korean|Spanish,free,18-24,F,Travel,2025-05
HT_016168,2025-07-19,USA,Japanese,Arabic|Korean,free,35-44,F,Business,2025-07
HT_016169,2026-02-02,USA,German,Portuguese,free,18-24,F,Hobby,2026-02
HT_016170,2026-04-11,Spain,English,Arabic|Korean|German,free,18-24,F,Exam,2026-04
HT_016171,2025-11-12,USA,Korean,Dutch|Chinese|French,free,25-34,F,Travel,2025-11
HT_016172,2025-10-21,Australia,Portuguese,Arabic|Spanish|Italian,free,18-24,Other,Hobby,2025-10
HT_016173,2026-01-28,China,Italian,English|Japanese,free,18-24,M,Exam,2026-01
HT_016174,2025-07-20,South Korea,Arabic,Chinese|German|Italian,free,18-24,Other,Travel,2025-07
HT_016175,2026-03-14,Germany,German,French|Russian,free,25-34,Other,Travel,2026-03
HT_016176,2026-01-05,China,Chinese,Spanish|English|French,free,45+,M,Business,2026-01
HT_016177,2025-09-11,USA,German,French|Dutch,premium,18-24,F,Business,2025-09
HT_016178,2025-09-04,South Korea,Spanish,German,free,45+,Other,Business,2025-09
HT_016179,2025-05-05,France,Arabic,Japanese|Korean,free,25-34,Other,Exam,2025-05
HT_016180,2026-01-09,Germany,Arabic,Japanese|English,free,18-24,Other,Hobby,2026-01
HT_016181,2026-04-05,Canada,German,Italian,free,35-44,M,Immigration,2026-04
HT_016182,2025-12-02,Australia,German,Arabic,free,18-24,M,Hobby,2025-12
HT_016183,2025-05-31,China,Russian,Portuguese,free,25-34,F,Exam,2025-05
HT_016184,2025-09-14,South Korea,Arabic,French,free,35-44,Other,Business,2025-09
HT_016185,2026-02-11,Spain,Italian,French|Japanese,free,18-24,M,Exam,2026-02
HT_016186,2025-09-18,France,Japanese,Korean,free,18-24,M,Travel,2025-09
HT_016187,2025-08-19,Australia,Italian,Chinese|English,free,25-34,Other,Hobby,2025-08
HT_016188,2026-02-02,Japan,Dutch,Japanese|Portuguese,free,45+,M,Business,2026-02
HT_016189,2025-09-11,USA,Chinese,Dutch,premium,35-44,Other,Business,2025-09
HT_016190,2026-01-26,Mexico,Korean,French|Chinese,free,35-44,F,Travel,2026-01
HT_016191,2026-01-17,Mexico,Italian,German|Arabic|Korean,free,18-24,F,Immigration,2026-01
HT_016192,2025-04-27,Australia,French,Chinese|Spanish,premium,25-34,F,Travel,2025-04
HT_016193,2025-09-09,France,Korean,Arabic,free,35-44,F,Travel,2025-09
HT_016194,2025-08-27,USA,Dutch,Korean,free,18-24,M,Hobby,2025-08
HT_016195,2026-04-10,Spain,German,Chinese,free,25-34,Other,Travel,2026-04
HT_016196,2025-06-25,Canada,Italian,Korean,premium,18-24,Other,Hobby,2025-06
HT_016197,2025-06-06,Mexico,English,Korean|Spanish,free,25-34,M,Hobby,2025-06
HT_016198,2025-11-21,Japan,Japanese,Dutch,free,18-24,Other,Business,2025-11
HT_016199,2025-08-23,UK,English,Spanish,free,25-34,M,Exam,2025-08
HT_016200,2025-10-02,Australia,Portuguese,English|Korean|Arabic,free,18-24,M,Business,2025-10
HT_016201,2025-11-08,Spain,English,German|Chinese,free,35-44,F,Exam,2025-11
HT_016202,2025-10-20,Canada,Portuguese,English|German,free,18-24,F,Hobby,2025-10
HT_016203,2025-05-06,UK,Russian,English|Arabic|Italian,free,25-34,F,Business,2025-05
HT_016204,2025-05-20,Mexico,Portuguese,Japanese|French|Arabic,free,18-24,M,Travel,2025-05
HT_016205,2025-11-25,Germany,French,Italian|Russian,premium,25-34,M,Hobby,2025-11
HT_016206,2026-03-28,USA,German,English|Chinese,premium,35-44,F,Hobby,2026-03
HT_016207,2025-05-18,UK,Russian,French|Spanish|Arabic,free,18-24,Other,Travel,2025-05
HT_016208,2025-12-11,Germany,Italian,Korean,free,35-44,F,Hobby,2025-12
HT_016209,2025-06-13,Brazil,Japanese,Russian|Korean|Chinese,free,25-34,Other,Hobby,2025-06
HT_016210,2026-01-28,Brazil,Italian,Portuguese|Korean|French,free,18-24,Other,Hobby,2026-01
HT_016211,2026-01-07,Spain,French,Dutch,free,25-34,Other,Exam,2026-01
HT_016212,2025-09-03,Canada,Italian,French|Russian|German,free,45+,Other,Immigration,2025-09
HT_016213,2026-02-28,Spain,Portuguese,Spanish|Italian,free,35-44,F,Immigration,2026-02
HT_016214,2025-07-06,Australia,Dutch,Russian|Spanish|German,free,45+,Other,Exam,2025-07
HT_016215,2025-12-14,Spain,Russian,Japanese|Chinese,free,18-24,Other,Business,2025-12
HT_016216,2026-03-29,UK,Dutch,Portuguese|Korean|English,free,25-34,Other,Travel,2026-03
HT_016217,2025-06-05,UK,Italian,German|Korean,free,25-34,Other,Exam,2025-06
HT_016218,2025-10-03,Germany,Italian,French,free,25-34,F,Exam,2025-10
HT_016219,2025-09-16,Canada,Russian,Portuguese,free,25-34,M,Business,2025-09
HT_016220,2025-04-23,Japan,German,Portuguese,premium,25-34,M,Exam,2025-04
HT_016221,2026-02-10,Japan,French,German|Portuguese,free,45+,M,Travel,2026-02
HT_016222,2026-01-18,Australia,Italian,Dutch|Russian|Chinese,free,18-24,F,Immigration,2026-01
HT_016223,2026-02-13,Japan,Russian,German|Arabic,free,18-24,Other,Business,2026-02
HT_016224,2026-03-15,Spain,Korean,Spanish,free,18-24,M,Travel,2026-03
HT_016225,2025-05-17,Germany,Spanish,Italian|English|German,premium,35-44,M,Hobby,2025-05
HT_016226,2025-10-10,Japan,Japanese,German,premium,25-34,Other,Hobby,2025-10
HT_016227,2025-05-06,Mexico,German,Chinese|Arabic|Dutch,free,18-24,F,Immigration,2025-05
HT_016228,2025-08-20,Mexico,French,Arabic|Russian,free,18-24,Other,Immigration,2025-08
HT_016229,2025-06-15,Japan,German,Italian|Portuguese|Dutch,free,35-44,Other,Exam,2025-06
HT_016230,2026-03-14,Australia,English,Korean|Arabic|Dutch,free,25-34,M,Hobby,2026-03
HT_016231,2025-12-11,Germany,Dutch,English|Korean|Spanish,free,25-34,M,Exam,2025-12
HT_016232,2025-11-16,South Korea,Korean,French,free,35-44,Other,Exam,2025-11
HT_016233,2026-02-01,Mexico,Chinese,Japanese|Korean|Italian,free,25-34,M,Exam,2026-02
HT_016234,2025-09-20,Japan,English,German|Russian|Dutch,free,35-44,Other,Travel,2025-09
HT_016235,2025-12-17,Japan,Chinese,Korean,free,35-44,F,Hobby,2025-12
HT_016236,2025-08-16,Spain,Chinese,German|Spanish|Italian,free,25-34,F,Exam,2025-08
HT_016237,2025-05-22,Mexico,Dutch,Spanish|Chinese|Italian,premium,25-34,F,Exam,2025-05
HT_016238,2025-11-09,Brazil,English,Portuguese|Korean|Italian,free,25-34,Other,Exam,2025-11
HT_016239,2025-08-09,China,Italian,German|Dutch|English,free,18-24,M,Exam,2025-08
HT_016240,2025-10-05,France,French,Spanish,free,45+,M,Immigration,2025-10
HT_016241,2025-07-29,Japan,English,Dutch,free,25-34,M,Travel,2025-07
HT_016242,2025-06-11,Australia,Russian,Arabic|Chinese|Korean,free,18-24,M,Immigration,2025-06
HT_016243,2025-09-11,Mexico,German,Dutch|Korean|English,free,25-34,M,Hobby,2025-09
HT_016244,2025-07-10,South Korea,Portuguese,Russian|Italian|Korean,free,18-24,M,Exam,2025-07
HT_016245,2026-02-16,Spain,Chinese,Japanese|English,premium,18-24,M,Exam,2026-02
HT_016246,2025-07-14,Canada,Russian,Chinese|Spanish|Italian,free,18-24,Other,Hobby,2025-07
HT_016247,2025-06-27,South Korea,Arabic,Dutch|Russian,free,18-24,M,Travel,2025-06
HT_016248,2025-07-30,Australia,Dutch,Italian,free,35-44,F,Travel,2025-07
HT_016249,2026-01-03,UK,Japanese,Chinese,free,25-34,Other,Business,2026-01
HT_016250,2025-11-09,Germany,Arabic,German|Russian|Japanese,free,35-44,Other,Immigration,2025-11
HT_016251,2026-03-11,South Korea,Spanish,French,free,18-24,M,Travel,2026-03
HT_016252,2025-07-29,Japan,French,Chinese|Arabic|German,free,18-24,F,Immigration,2025-07
HT_016253,2026-01-17,Japan,Dutch,Chinese|French,free,18-24,M,Exam,2026-01
HT_016254,2025-10-01,Spain,Italian,Japanese|French|English,free,18-24,F,Exam,2025-10
HT_016255,2026-04-02,Canada,Arabic,Chinese|Spanish|Japanese,free,25-34,Other,Immigration,2026-04
HT_016256,2026-04-05,USA,Dutch,English,free,25-34,F,Exam,2026-04
HT_016257,2025-11-19,France,Dutch,Korean,free,18-24,M,Exam,2025-11
HT_016258,2025-07-13,USA,Korean,Japanese|Dutch|French,premium,35-44,F,Exam,2025-07
HT_016259,2025-10-13,China,Portuguese,Korean|English|Italian,free,18-24,F,Business,2025-10
HT_016260,2026-03-15,USA,Spanish,Dutch|English,free,35-44,M,Travel,2026-03
HT_016261,2025-05-10,Australia,Arabic,Chinese|Spanish|Japanese,free,18-24,Other,Hobby,2025-05
HT_016262,2026-03-07,UK,German,Dutch,free,25-34,Other,Exam,2026-03
HT_016263,2025-07-03,UK,Arabic,Korean|Russian|Italian,free,35-44,M,Exam,2025-07
HT_016264,2025-10-27,Australia,German,English|Italian|Russian,free,25-34,M,Exam,2025-10
HT_016265,2025-11-30,UK,Dutch,Arabic|Spanish|English,free,18-24,M,Business,2025-11
HT_016266,2026-02-11,USA,Portuguese,Arabic|French,free,35-44,M,Business,2026-02
HT_016267,2026-03-16,China,Korean,Dutch,free,35-44,Other,Exam,2026-03
HT_016268,2025-11-07,France,Chinese,Dutch,free,18-24,Other,Immigration,2025-11
HT_016269,2026-03-28,South Korea,Arabic,Korean|Spanish|Chinese,free,18-24,M,Travel,2026-03
HT_016270,2026-01-12,Spain,Russian,Italian,free,45+,Other,Business,2026-01
HT_016271,2025-12-15,China,Italian,English|Russian,free,18-24,F,Immigration,2025-12
HT_016272,2025-12-20,USA,German,Dutch|Japanese|Arabic,premium,35-44,F,Travel,2025-12
HT_016273,2025-05-30,Mexico,Arabic,Italian|German|Dutch,premium,18-24,Other,Exam,2025-05
HT_016274,2025-08-21,Brazil,English,Arabic,free,35-44,Other,Hobby,2025-08
HT_016275,2025-09-25,Brazil,Japanese,Spanish|Russian,free,18-24,F,Immigration,2025-09
HT_016276,2025-09-19,Australia,French,German,premium,25-34,F,Exam,2025-09
HT_016277,2026-01-29,Japan,German,Spanish|Russian,free,18-24,Other,Exam,2026-01
HT_016278,2025-12-11,Australia,Italian,French,free,18-24,Other,Immigration,2025-12
HT_016279,2025-05-12,France,Portuguese,English|Japanese|French,free,18-24,M,Immigration,2025-05
HT_016280,2025-06-28,Spain,English,Dutch|Italian|French,free,25-34,M,Hobby,2025-06
HT_016281,2025-11-30,South Korea,Chinese,Russian,premium,18-24,Other,Immigration,2025-11
HT_016282,2025-07-09,Germany,German,Japanese|Spanish|Russian,free,35-44,F,Exam,2025-07
HT_016283,2025-12-15,Spain,Italian,German|Portuguese,free,25-34,M,Travel,2025-12
HT_016284,2025-12-07,Australia,German,Russian|Italian|Korean,free,25-34,F,Immigration,2025-12
HT_016285,2026-03-20,Japan,English,Korean|Chinese|Dutch,free,25-34,Other,Travel,2026-03
HT_016286,2025-05-16,France,Japanese,Russian|Arabic,free,18-24,M,Hobby,2025-05
HT_016287,2026-02-09,Australia,Italian,French|Arabic|Korean,premium,35-44,M,Immigration,2026-02
HT_016288,2026-02-12,USA,French,Chinese,free,18-24,M,Business,2026-02
HT_016289,2025-08-12,France,French,Arabic|Korean,free,25-34,M,Exam,2025-08
HT_016290,2025-08-25,France,Russian,Spanish|Korean|German,free,35-44,F,Hobby,2025-08
HT_016291,2025-08-16,Mexico,Japanese,Italian|Russian|French,free,25-34,M,Immigration,2025-08
HT_016292,2026-01-17,Australia,Arabic,Chinese,free,25-34,M,Travel,2026-01
HT_016293,2025-04-16,Spain,Russian,Chinese|Italian|Arabic,free,35-44,Other,Business,2025-04
HT_016294,2025-12-27,Canada,English,Korean,free,18-24,F,Immigration,2025-12
HT_016295,2025-09-21,USA,Spanish,Italian|English,free,25-34,F,Hobby,2025-09
HT_016296,2025-09-11,South Korea,German,Dutch|Japanese|Arabic,premium,18-24,M,Hobby,2025-09
HT_016297,2025-08-22,China,Korean,Italian|German|English,free,25-34,F,Business,2025-08
HT_016298,2025-08-28,Australia,Japanese,German|Portuguese,free,18-24,Other,Exam,2025-08
HT_016299,2026-03-18,Japan,Chinese,Spanish|Italian|Portuguese,free,35-44,M,Hobby,2026-03
HT_016300,2026-02-06,Japan,Italian,Russian|Arabic,premium,25-34,F,Exam,2026-02
HT_016301,2025-06-26,USA,German,Dutch|French,free,25-34,Other,Hobby,2025-06
HT_016302,2026-03-03,Spain,Italian,Arabic,free,45+,M,Exam,2026-03
HT_016303,2026-01-30,Germany,Korean,Arabic,free,18-24,F,Exam,2026-01
HT_016304,2026-02-20,Canada,Italian,Spanish|Arabic,free,18-24,F,Business,2026-02
HT_016305,2026-02-23,Japan,Italian,Russian|Japanese,free,18-24,M,Immigration,2026-02
HT_016306,2025-12-23,South Korea,Spanish,French,free,25-34,Other,Exam,2025-12
HT_016307,2025-04-14,Japan,Chinese,German|Russian|Italian,free,25-34,F,Travel,2025-04
HT_016308,2025-05-07,South Korea,Russian,German|Spanish,free,18-24,Other,Business,2025-05
HT_016309,2026-03-11,South Korea,English,Chinese|Japanese,free,18-24,M,Exam,2026-03
HT_016310,2025-06-23,Japan,Chinese,Portuguese|French|Spanish,free,18-24,F,Exam,2025-06
HT_016311,2025-11-06,Mexico,Japanese,Chinese|Russian,free,25-34,M,Hobby,2025-11
HT_016312,2025-07-08,Spain,German,Russian|Chinese,free,45+,F,Travel,2025-07
HT_016313,2025-10-11,Canada,Italian,Arabic|French|Chinese,free,18-24,M,Hobby,2025-10
HT_016314,2025-10-05,France,Dutch,Russian|Korean,premium,35-44,F,Exam,2025-10
HT_016315,2026-01-19,South Korea,Japanese,Arabic|Dutch|Chinese,free,18-24,M,Immigration,2026-01
HT_016316,2026-02-25,France,Chinese,German|Portuguese|French,free,18-24,F,Travel,2026-02
HT_016317,2025-04-26,France,Dutch,English,premium,18-24,M,Travel,2025-04
HT_016318,2025-11-12,Brazil,Dutch,Arabic,free,18-24,F,Travel,2025-11
