pair_id,user_a_id,user_b_id,pair_date,match_success,response_time_hours,conversation_duration_min,messages_exchanged,pair_rating
PAIR_017783,HT_018200,HT_019654,2026-03-30,0,,,0,
PAIR_017784,HT_019256,HT_011160,2025-08-04,0,,,0,
PAIR_017785,HT_018437,HT_012030,2026-01-18,0,,,0,
PAIR_017786,HT_015857,HT_014023,2026-03-04,1,0.56,30.94,4,5.0
PAIR_017787,HT_019664,HT_016365,2025-05-30,0,,,0,
PAIR_017788,HT_018967,HT_010808,2026-02-02,0,,,0,
PAIR_017789,HT_011324,HT_010357,2025-08-27,1,0.59,5.26,5,4.0
PAIR_017790,HT_016758,HT_012594,2025-10-15,1,3.24,51.85,7,
PAIR_017791,HT_013343,HT_014948,2025-11-01,1,2.96,52.05,8,5.0
PAIR_017792,HT_016868,HT_015318,2025-04-22,1,0.7,46.55,5,3.0
PAIR_017793,HT_010824,HT_010124,2026-01-10,0,,,0,
PAIR_017794,HT_017660,HT_019944,2026-02-16,0,,,0,
PAIR_017795,HT_010343,HT_011910,2026-04-04,0,,,0,
PAIR_017796,HT_018762,HT_013061,2025-07-04,1,0.55,26.04,2,
PAIR_017797,HT_014088,HT_014728,2026-03-28,1,0.77,21.53,12,3.0
PAIR_017798,HT_010502,HT_018473,2025-10-03,0,,,0,
PAIR_017799,HT_010652,HT_012967,2025-10-03,1,0.34,17.3,10,
PAIR_017800,HT_016112,HT_011901,2025-06-19,0,,,0,
PAIR_017801,HT_016562,HT_013096,2025-12-06,0,,,0,
PAIR_017802,HT_018953,HT_015813,2025-12-11,1,1.33,6.9,8,5.0
PAIR_017803,HT_013101,HT_013676,2026-02-10,0,,,0,
PAIR_017804,HT_019219,HT_011502,2025-12-17,0,,,0,
PAIR_017805,HT_017222,HT_015520,2026-03-01,0,,,0,
PAIR_017806,HT_014774,HT_014401,2025-06-02,0,,,0,
PAIR_017807,HT_018346,HT_012870,2025-10-31,0,,,0,
PAIR_017808,HT_014411,HT_017006,2026-03-31,1,3.54,18.08,7,5.0
PAIR_017809,HT_018291,HT_018206,2025-12-18,1,0.2,12.24,6,
PAIR_017810,HT_014155,HT_010086,2026-03-09,0,,,0,
PAIR_017811,HT_016577,HT_014856,2025-09-03,0,,,0,
PAIR_017812,HT_010212,HT_019509,2025-11-01,1,0.26,17.35,10,
PAIR_017813,HT_018776,HT_018849,2025-12-20,1,2.24,18.18,6,4.0
PAIR_017814,HT_010988,HT_014840,2025-11-14,1,3.16,65.53,14,4.0
PAIR_017815,HT_016629,HT_013037,2025-07-06,0,,,0,
PAIR_017816,HT_019926,HT_013230,2025-10-21,0,,,0,
PAIR_017817,HT_013853,HT_015919,2026-04-12,0,,,0,
PAIR_017818,HT_016077,HT_012692,2025-08-25,0,,,0,
PAIR_017819,HT_011994,HT_012035,2025-09-05,0,,,0,
PAIR_017820,HT_019962,HT_014839,2025-05-30,1,0.72,18.28,10,5.0
PAIR_017821,HT_016848,HT_018369,2026-03-10,1,0.71,23.04,6,
PAIR_017822,HT_015062,HT_014818,2026-01-18,0,,,0,
PAIR_017823,HT_010035,HT_014697,2025-06-28,0,,,0,
PAIR_017824,HT_018025,HT_010874,2026-01-28,0,,,0,
PAIR_017825,HT_014318,HT_016244,2026-03-01,1,3.61,32.25,11,3.0
PAIR_017826,HT_014451,HT_017020,2026-01-17,1,1.81,24.57,12,3.0
PAIR_017827,HT_019110,HT_018240,2026-02-10,1,1.04,52.95,4,4.0
PAIR_017828,HT_016960,HT_019663,2025-05-25,0,,,0,
PAIR_017829,HT_012391,HT_016689,2025-06-03,0,,,0,
PAIR_017830,HT_012346,HT_012881,2025-12-11,0,,,0,
PAIR_017831,HT_018674,HT_017486,2025-05-04,0,,,0,
PAIR_017832,HT_016439,HT_019766,2025-09-28,1,1.42,28.79,8,
PAIR_017833,HT_019118,HT_012974,2025-04-19,0,,,0,
PAIR_017834,HT_013383,HT_019959,2025-12-08,1,0.59,45.91,6,5.0
PAIR_017835,HT_018165,HT_019221,2025-04-22,1,0.9,39.36,11,3.0
PAIR_017836,HT_014189,HT_016337,2025-07-03,0,,,0,
PAIR_017837,HT_014544,HT_013606,2025-04-13,1,0.04,37.6,3,4.0
PAIR_017838,HT_012124,HT_014379,2026-03-22,0,,,0,
PAIR_017839,HT_010204,HT_013400,2025-11-06,0,,,0,
PAIR_017840,HT_019515,HT_016364,2025-12-03,1,0.07,22.57,4,3.0
PAIR_017841,HT_011556,HT_013500,2025-06-07,1,0.5,8.2,5,4.0
PAIR_017842,HT_016599,HT_014232,2026-04-05,0,,,0,
PAIR_017843,HT_019477,HT_010912,2025-07-01,0,,,0,
PAIR_017844,HT_016490,HT_018307,2025-09-06,0,,,0,
PAIR_017845,HT_017152,HT_012084,2026-03-02,0,,,0,
PAIR_017846,HT_019290,HT_013173,2025-09-04,0,,,0,
PAIR_017847,HT_011348,HT_018653,2025-05-23,0,,,0,
PAIR_017848,HT_012135,HT_019275,2025-06-30,1,1.84,14.38,9,5.0
PAIR_017849,HT_019003,HT_010746,2025-10-12,1,0.45,36.46,1,
PAIR_017850,HT_019738,HT_010279,2026-01-02,0,,,0,
PAIR_017851,HT_011357,HT_012860,2025-09-25,1,0.96,34.37,8,5.0
PAIR_017852,HT_018452,HT_010419,2026-01-16,0,,,0,
PAIR_017853,HT_018718,HT_016579,2026-04-06,1,0.5,27.9,12,3.0
PAIR_017854,HT_016646,HT_012436,2025-04-19,1,2.21,9.98,11,4.0
PAIR_017855,HT_014545,HT_018467,2025-12-31,1,0.74,29.25,4,5.0
PAIR_017856,HT_011216,HT_010746,2025-08-23,0,,,0,
PAIR_017857,HT_016814,HT_015807,2025-07-28,1,0.84,22.87,8,3.0
PAIR_017858,HT_012709,HT_018255,2025-10-18,0,,,0,
PAIR_017859,HT_010979,HT_019452,2026-03-04,1,5.52,10.07,6,
PAIR_017860,HT_011769,HT_016645,2025-09-09,0,,,0,
PAIR_017861,HT_014375,HT_016739,2025-11-05,1,3.82,26.23,8,3.0
PAIR_017862,HT_017930,HT_018789,2025-12-20,1,3.53,12.7,9,
PAIR_017863,HT_018875,HT_013202,2025-09-10,0,,,0,
PAIR_017864,HT_018395,HT_012131,2025-09-18,1,0.33,63.87,14,3.0
PAIR_017865,HT_010623,HT_013685,2025-11-01,1,0.0,8.93,10,5.0
PAIR_017866,HT_018892,HT_019243,2026-01-05,0,,,0,
PAIR_017867,HT_016774,HT_019336,2025-04-28,1,0.27,20.14,9,3.0
PAIR_017868,HT_013601,HT_013949,2025-07-22,1,6.7,34.77,8,
PAIR_017869,HT_013522,HT_019628,2026-01-30,0,,,0,
PAIR_017870,HT_017306,HT_016855,2025-10-28,0,,,0,
PAIR_017871,HT_011062,HT_010301,2025-07-09,1,0.57,19.1,11,4.0
PAIR_017872,HT_018415,HT_015754,2026-02-16,1,2.95,8.17,4,4.0
PAIR_017873,HT_016681,HT_015140,2025-09-14,1,2.79,14.22,5,5.0
PAIR_017874,HT_018759,HT_011608,2026-02-27,1,0.27,4.32,10,
PAIR_017875,HT_010338,HT_017452,2025-07-13,0,,,0,
PAIR_017876,HT_019612,HT_013956,2025-07-24,0,,,0,
PAIR_017877,HT_016816,HT_018241,2026-03-27,0,,,0,
PAIR_017878,HT_016227,HT_012725,2025-10-03,1,0.24,73.19,6,
PAIR_017879,HT_012748,HT_010331,2025-12-23,0,,,0,
PAIR_017880,HT_011560,HT_016815,2025-11-14,1,0.34,30.54,9,5.0
PAIR_017881,HT_016421,HT_018747,2025-10-17,0,,,0,
PAIR_017882,HT_016719,HT_010117,2026-01-17,0,,,0,
PAIR_017883,HT_017595,HT_013650,2025-10-28,0,,,0,
PAIR_017884,HT_018702,HT_012966,2026-01-12,1,8.71,35.03,9,4.0
PAIR_017885,HT_012322,HT_017833,2025-05-11,1,0.19,39.33,7,3.0
PAIR_017886,HT_016345,HT_013818,2025-08-27,1,0.04,17.26,10,3.0
PAIR_017887,HT_015849,HT_013469,2025-11-10,1,0.9,15.39,9,4.0
PAIR_017888,HT_014004,HT_014955,2025-09-30,1,0.24,7.56,6,4.0
PAIR_017889,HT_013148,HT_018322,2025-12-04,1,3.6,24.11,6,
PAIR_017890,HT_018210,HT_018018,2026-03-14,0,,,0,
PAIR_017891,HT_012415,HT_016689,2026-03-15,1,1.72,16.8,4,3.0
PAIR_017892,HT_010664,HT_013768,2025-09-15,1,0.03,12.33,6,
PAIR_017893,HT_017927,HT_019144,2025-11-23,0,,,0,
PAIR_017894,HT_018742,HT_016285,2025-06-21,0,,,0,
PAIR_017895,HT_017904,HT_014874,2025-10-05,1,2.46,44.56,4,
PAIR_017896,HT_012760,HT_019239,2025-06-21,0,,,0,
PAIR_017897,HT_017242,HT_016779,2026-01-07,0,,,0,
PAIR_017898,HT_017521,HT_013841,2025-09-08,1,5.82,84.7,4,5.0
PAIR_017899,HT_017223,HT_019385,2025-12-25,0,,,0,
PAIR_017900,HT_010516,HT_010767,2025-12-26,0,,,0,
PAIR_017901,HT_017767,HT_015142,2025-06-26,1,4.0,25.26,6,3.0
PAIR_017902,HT_013296,HT_013486,2025-08-30,0,,,0,
PAIR_017903,HT_010802,HT_013491,2025-05-18,1,4.05,10.64,12,3.0
PAIR_017904,HT_010256,HT_011343,2025-09-11,1,0.05,12.94,9,
PAIR_017905,HT_017379,HT_015934,2025-08-28,0,,,0,
PAIR_017906,HT_019951,HT_014848,2025-05-29,0,,,0,
PAIR_017907,HT_012086,HT_018552,2025-06-26,0,,,0,
PAIR_017908,HT_010158,HT_011180,2025-06-03,0,,,0,
PAIR_017909,HT_019968,HT_019266,2025-07-03,1,0.55,1.22,10,3.0
PAIR_017910,HT_011932,HT_014288,2025-09-20,1,0.63,107.7,9,3.0
PAIR_017911,HT_017448,HT_015587,2025-12-02,1,0.85,10.33,8,
PAIR_017912,HT_017477,HT_019492,2026-03-04,0,,,0,
PAIR_017913,HT_011140,HT_011182,2025-10-07,1,0.38,52.53,8,3.0
PAIR_017914,HT_018807,HT_016721,2026-03-10,0,,,0,
PAIR_017915,HT_016536,HT_012030,2025-06-19,0,,,0,
PAIR_017916,HT_014459,HT_012491,2025-11-19,0,,,0,
PAIR_017917,HT_010622,HT_015772,2025-08-18,1,9.86,44.64,6,4.0
PAIR_017918,HT_015849,HT_010209,2026-01-18,0,,,0,
PAIR_017919,HT_011969,HT_013330,2025-09-20,0,,,0,
PAIR_017920,HT_016608,HT_013999,2025-05-03,0,,,0,
PAIR_017921,HT_011722,HT_013836,2025-08-16,0,,,0,
PAIR_017922,HT_013281,HT_018892,2025-11-03,1,2.6,28.12,9,
PAIR_017923,HT_016348,HT_016254,2025-07-28,0,,,0,
PAIR_017924,HT_014409,HT_013488,2025-10-02,1,3.59,35.34,9,5.0
PAIR_017925,HT_013638,HT_016571,2025-06-14,1,1.06,7.49,5,
PAIR_017926,HT_017865,HT_016135,2025-07-19,0,,,0,
PAIR_017927,HT_015456,HT_010811,2025-07-16,0,,,0,
PAIR_017928,HT_012589,HT_011051,2025-05-24,1,0.88,30.93,10,
PAIR_017929,HT_012625,HT_016302,2026-02-11,1,0.63,49.71,8,4.0
PAIR_017930,HT_013471,HT_019719,2026-04-10,0,,,0,
PAIR_017931,HT_014893,HT_011477,2025-05-13,0,,,0,
PAIR_017932,HT_010071,HT_012481,2025-05-01,1,2.56,24.42,10,3.0
PAIR_017933,HT_012533,HT_019316,2025-12-25,1,0.87,35.28,7,4.0
PAIR_017934,HT_011718,HT_011359,2025-08-02,0,,,0,
PAIR_017935,HT_010144,HT_012514,2025-08-31,1,0.8,23.44,4,4.0
PAIR_017936,HT_013858,HT_011151,2025-12-25,0,,,0,
PAIR_017937,HT_016723,HT_012100,2025-05-27,0,,,0,
PAIR_017938,HT_011396,HT_013897,2026-03-03,0,,,0,
PAIR_017939,HT_018430,HT_010727,2026-02-14,0,,,0,
PAIR_017940,HT_013057,HT_017354,2026-03-15,0,,,0,
PAIR_017941,HT_017247,HT_010136,2026-01-20,1,2.11,33.12,8,4.0
PAIR_017942,HT_014313,HT_015254,2025-12-21,0,,,0,
PAIR_017943,HT_019750,HT_018717,2025-09-19,0,,,0,
PAIR_017944,HT_013819,HT_012573,2026-04-02,0,,,0,
PAIR_017945,HT_013698,HT_015803,2025-07-06,0,,,0,
PAIR_017946,HT_015527,HT_014197,2025-10-27,0,,,0,
PAIR_017947,HT_013358,HT_016515,2025-07-22,1,0.3,32.52,9,5.0
PAIR_017948,HT_014576,HT_014023,2025-10-31,1,0.38,34.32,11,3.0
PAIR_017949,HT_013553,HT_018086,2025-05-17,0,,,0,
PAIR_017950,HT_018227,HT_013943,2025-12-27,1,1.6,48.77,6,4.0
PAIR_017951,HT_010380,HT_018717,2025-10-18,1,0.97,12.95,8,
PAIR_017952,HT_011951,HT_013015,2026-01-15,1,1.37,54.0,6,3.0
PAIR_017953,HT_014618,HT_013532,2025-07-06,0,,,0,
PAIR_017954,HT_014610,HT_015088,2025-08-08,0,,,0,
PAIR_017955,HT_013688,HT_010456,2025-11-19,0,,,0,
PAIR_017956,HT_019828,HT_017585,2025-06-21,1,2.1,39.03,8,4.0
PAIR_017957,HT_015301,HT_018960,2025-09-19,0,,,0,
PAIR_017958,HT_010495,HT_010223,2025-08-25,1,1.54,21.75,7,5.0
PAIR_017959,HT_011622,HT_015600,2025-08-26,0,,,0,
PAIR_017960,HT_016780,HT_011202,2025-07-27,1,1.26,11.86,9,3.0
PAIR_017961,HT_017565,HT_011037,2025-11-04,0,,,0,
PAIR_017962,HT_016950,HT_014860,2025-11-07,0,,,0,
PAIR_017963,HT_019074,HT_011499,2026-03-28,1,0.89,55.98,7,
PAIR_017964,HT_017049,HT_010629,2026-03-29,0,,,0,
PAIR_017965,HT_019526,HT_017268,2025-10-21,0,,,0,
PAIR_017966,HT_010732,HT_018824,2025-09-19,1,1.68,13.4,10,
PAIR_017967,HT_010573,HT_019107,2025-04-15,1,11.62,79.07,8,5.0
PAIR_017968,HT_019196,HT_019354,2025-04-24,0,,,0,
PAIR_017969,HT_014170,HT_017046,2026-03-31,0,,,0,
PAIR_017970,HT_018998,HT_014654,2025-11-26,0,,,0,
PAIR_017971,HT_010625,HT_010115,2025-11-07,1,3.93,3.99,8,5.0
PAIR_017972,HT_016320,HT_012452,2025-12-19,1,1.43,38.49,9,3.0
PAIR_017973,HT_011538,HT_019176,2025-09-22,0,,,0,
PAIR_017974,HT_015133,HT_013106,2025-05-21,1,0.53,25.93,6,3.0
PAIR_017975,HT_019162,HT_016051,2026-04-02,1,1.12,13.99,7,
PAIR_017976,HT_019578,HT_014971,2026-02-04,0,,,0,
PAIR_017977,HT_018244,HT_015632,2025-10-28,0,,,0,
PAIR_017978,HT_014856,HT_017548,2025-07-18,1,0.37,16.32,12,5.0
PAIR_017979,HT_015112,HT_014637,2025-10-24,0,,,0,
PAIR_017980,HT_013280,HT_012484,2026-03-02,1,1.0,79.46,9,5.0
PAIR_017981,HT_010206,HT_013150,2025-05-27,1,2.59,30.16,8,4.0
PAIR_017982,HT_016820,HT_010810,2026-01-07,0,,,0,
PAIR_017983,HT_016012,HT_013179,2025-04-29,1,2.97,55.32,7,4.0
PAIR_017984,HT_014168,HT_011273,2026-01-13,0,,,0,
PAIR_017985,HT_018340,HT_013855,2026-04-09,1,0.84,35.8,8,3.0
PAIR_017986,HT_019800,HT_013409,2026-01-12,0,,,0,
PAIR_017987,HT_014647,HT_016216,2025-07-10,0,,,0,
PAIR_017988,HT_014985,HT_011322,2025-12-10,1,1.4,12.61,11,4.0
PAIR_017989,HT_018549,HT_012469,2025-12-08,1,0.39,41.15,7,4.0
PAIR_017990,HT_010110,HT_018637,2025-11-04,1,0.06,48.3,4,4.0
PAIR_017991,HT_015535,HT_010143,2025-10-13,1,2.54,1.75,5,3.0
PAIR_017992,HT_018662,HT_018714,2025-06-09,0,,,0,
PAIR_017993,HT_018345,HT_015323,2025-12-18,0,,,0,
PAIR_017994,HT_012695,HT_010613,2026-01-25,1,6.68,20.08,9,5.0
PAIR_017995,HT_011231,HT_015373,2025-12-10,1,13.3,33.73,5,5.0
PAIR_017996,HT_016480,HT_014131,2025-12-18,0,,,0,
PAIR_017997,HT_016389,HT_017398,2026-01-02,0,,,0,
PAIR_017998,HT_011659,HT_017558,2025-09-23,1,0.69,31.65,6,4.0
PAIR_017999,HT_013165,HT_019872,2025-11-18,1,5.9,20.28,7,5.0
PAIR_018000,HT_012249,HT_016742,2025-09-16,1,1.62,32.04,4,5.0
PAIR_018001,HT_012326,HT_011793,2026-03-10,0,,,0,
PAIR_018002,HT_011003,HT_018118,2025-10-29,1,2.31,30.58,9,3.0
PAIR_018003,HT_011841,HT_015720,2025-07-21,0,,,0,
PAIR_018004,HT_011375,HT_017824,2025-06-26,1,1.78,31.93,8,5.0
PAIR_018005,HT_017815,HT_010322,2026-02-26,0,,,0,
PAIR_018006,HT_019752,HT_010267,2026-01-06,1,3.63,29.89,6,
PAIR_018007,HT_012461,HT_016200,2025-11-29,1,3.36,3.52,15,
PAIR_018008,HT_012549,HT_019790,2025-12-05,0,,,0,
PAIR_018009,HT_013866,HT_011999,2026-01-13,0,,,0,
PAIR_018010,HT_016507,HT_015080,2025-09-05,0,,,0,
PAIR_018011,HT_019665,HT_018775,2026-04-04,1,0.21,31.36,5,
PAIR_018012,HT_019152,HT_013964,2025-08-09,1,1.23,15.64,14,3.0
PAIR_018013,HT_010416,HT_014029,2025-10-25,0,,,0,
PAIR_018014,HT_017818,HT_016410,2026-01-21,0,,,0,
PAIR_018015,HT_013036,HT_017244,2025-06-14,1,0.27,13.37,7,3.0
PAIR_018016,HT_014957,HT_013811,2026-01-17,0,,,0,
PAIR_018017,HT_017382,HT_019516,2025-04-23,1,2.76,5.84,8,5.0
PAIR_018018,HT_014590,HT_019300,2026-02-08,0,,,0,
PAIR_018019,HT_015951,HT_013729,2025-07-13,1,0.38,32.41,13,
PAIR_018020,HT_014069,HT_014107,2025-05-18,0,,,0,
PAIR_018021,HT_013435,HT_017334,2025-06-25,0,,,0,
PAIR_018022,HT_014645,HT_014416,2026-04-07,0,,,0,
PAIR_018023,HT_016713,HT_015402,2025-05-02,1,5.29,97.7,5,
PAIR_018024,HT_013508,HT_015535,2026-03-08,0,,,0,
PAIR_018025,HT_011718,HT_019476,2026-01-19,0,,,0,
PAIR_018026,HT_017322,HT_012078,2026-03-01,1,1.36,8.65,5,
PAIR_018027,HT_012158,HT_017697,2026-03-14,1,2.09,37.92,7,5.0
PAIR_018028,HT_010436,HT_012917,2025-05-28,1,2.28,75.92,7,5.0
PAIR_018029,HT_016234,HT_012522,2025-10-04,0,,,0,
PAIR_018030,HT_018809,HT_010260,2025-05-24,0,,,0,
PAIR_018031,HT_013962,HT_014103,2025-08-25,0,,,0,
PAIR_018032,HT_017843,HT_016905,2026-01-02,0,,,0,
PAIR_018033,HT_012073,HT_014894,2025-05-31,1,0.48,13.76,7,4.0
PAIR_018034,HT_018558,HT_012493,2026-01-12,0,,,0,
PAIR_018035,HT_012509,HT_013975,2025-11-02,0,,,0,
PAIR_018036,HT_017134,HT_015207,2025-12-03,0,,,0,
PAIR_018037,HT_019882,HT_014593,2025-09-28,0,,,0,
PAIR_018038,HT_017344,HT_014364,2025-11-30,0,,,0,
PAIR_018039,HT_018502,HT_014475,2025-05-15,0,,,0,
PAIR_018040,HT_014625,HT_011460,2026-03-27,1,0.29,72.8,5,4.0
PAIR_018041,HT_010819,HT_016395,2026-04-08,0,,,0,
PAIR_018042,HT_012093,HT_015229,2026-02-16,0,,,0,
PAIR_018043,HT_012968,HT_018732,2025-08-06,1,1.83,1.66,12,
PAIR_018044,HT_010499,HT_018601,2025-12-26,0,,,0,
PAIR_018045,HT_013990,HT_012734,2026-02-12,1,1.17,18.23,9,3.0
PAIR_018046,HT_017545,HT_012301,2025-05-06,0,,,0,
PAIR_018047,HT_016745,HT_014656,2025-07-06,1,0.12,25.54,7,4.0
PAIR_018048,HT_016943,HT_013165,2025-10-31,0,,,0,
PAIR_018049,HT_014042,HT_018107,2025-12-27,0,,,0,
PAIR_018050,HT_011807,HT_010087,2025-08-05,1,0.45,27.68,10,3.0
PAIR_018051,HT_018222,HT_011859,2025-07-09,0,,,0,
PAIR_018052,HT_014881,HT_016585,2025-07-14,1,2.02,49.09,8,4.0
PAIR_018053,HT_012476,HT_010636,2025-12-29,1,0.29,23.59,2,
PAIR_018054,HT_014414,HT_018066,2025-05-25,0,,,0,
PAIR_018055,HT_012321,HT_012754,2025-08-07,1,5.62,15.92,9,
PAIR_018056,HT_018489,HT_015355,2025-05-08,0,,,0,
PAIR_018057,HT_016189,HT_019975,2026-03-17,0,,,0,
PAIR_018058,HT_010137,HT_010810,2025-08-28,1,0.25,83.68,10,5.0
PAIR_018059,HT_014396,HT_011440,2025-11-16,0,,,0,
PAIR_018060,HT_012449,HT_017075,2026-01-18,0,,,0,
PAIR_018061,HT_019289,HT_018086,2026-02-27,0,,,0,
PAIR_018062,HT_012333,HT_016398,2025-12-09,0,,,0,
PAIR_018063,HT_010191,HT_013058,2025-04-19,0,,,0,
PAIR_018064,HT_013865,HT_016967,2025-07-10,0,,,0,
PAIR_018065,HT_013311,HT_011312,2025-11-16,1,0.25,18.13,11,5.0
PAIR_018066,HT_016562,HT_011667,2025-07-14,0,,,0,
PAIR_018067,HT_018342,HT_014488,2025-09-18,1,0.21,15.9,11,
PAIR_018068,HT_013762,HT_011489,2025-09-28,0,,,0,
PAIR_018069,HT_012938,HT_013790,2025-07-14,0,,,0,
PAIR_018070,HT_012597,HT_011698,2025-11-23,0,,,0,
PAIR_018071,HT_014529,HT_018767,2025-10-29,0,,,0,
PAIR_018072,HT_011075,HT_013581,2025-08-17,0,,,0,
PAIR_018073,HT_012226,HT_019892,2025-12-19,0,,,0,
PAIR_018074,HT_019195,HT_011937,2025-09-15,1,3.01,21.41,10,3.0
PAIR_018075,HT_014039,HT_014673,2026-03-17,0,,,0,
PAIR_018076,HT_015089,HT_013424,2025-11-30,0,,,0,
PAIR_018077,HT_016723,HT_017839,2025-10-17,1,2.0,35.28,10,4.0
PAIR_018078,HT_012962,HT_012038,2025-07-08,0,,,0,
PAIR_018079,HT_015607,HT_016815,2025-07-05,0,,,0,
PAIR_018080,HT_019850,HT_019072,2025-10-21,1,0.73,19.94,5,3.0
PAIR_018081,HT_015560,HT_010230,2025-05-21,1,5.76,36.3,7,4.0
PAIR_018082,HT_013163,HT_017134,2025-09-20,0,,,0,
PAIR_018083,HT_011229,HT_013317,2025-12-17,1,3.91,24.72,3,5.0
PAIR_018084,HT_011603,HT_011675,2025-08-15,0,,,0,
PAIR_018085,HT_014572,HT_019326,2025-09-11,1,1.48,10.2,6,
PAIR_018086,HT_011040,HT_015297,2026-04-03,0,,,0,
PAIR_018087,HT_018449,HT_012143,2026-02-12,1,1.66,25.04,7,4.0
PAIR_018088,HT_011746,HT_012189,2025-06-20,1,0.07,55.44,8,4.0
PAIR_018089,HT_013958,HT_019233,2026-02-26,0,,,0,
PAIR_018090,HT_014623,HT_013014,2025-11-06,0,,,0,
PAIR_018091,HT_017153,HT_016222,2025-11-12,1,0.7,17.76,9,5.0
PAIR_018092,HT_017057,HT_017276,2025-09-15,1,0.31,41.4,8,
PAIR_018093,HT_019015,HT_014977,2025-12-21,1,1.88,54.86,9,3.0
PAIR_018094,HT_015412,HT_019327,2026-01-03,0,,,0,
PAIR_018095,HT_011109,HT_019178,2026-01-09,0,,,0,
PAIR_018096,HT_012225,HT_019107,2025-06-27,0,,,0,
PAIR_018097,HT_014312,HT_019833,2025-06-20,0,,,0,
PAIR_018098,HT_018925,HT_018796,2025-05-05,1,5.86,34.13,8,
PAIR_018099,HT_015937,HT_018532,2025-05-23,1,1.83,12.86,8,3.0
PAIR_018100,HT_018658,HT_019460,2025-08-29,0,,,0,
PAIR_018101,HT_017596,HT_012700,2025-06-05,0,,,0,
PAIR_018102,HT_014589,HT_014992,2026-03-17,1,1.89,17.14,9,5.0
PAIR_018103,HT_014910,HT_015452,2026-01-03,1,5.81,23.29,7,4.0
PAIR_018104,HT_014516,HT_016081,2025-12-15,1,1.47,1.02,4,
PAIR_018105,HT_010492,HT_016713,2025-12-21,1,0.13,56.39,4,
PAIR_018106,HT_012062,HT_016487,2025-12-13,1,3.0,9.61,10,4.0
PAIR_018107,HT_013043,HT_014853,2025-11-18,1,1.63,15.99,6,
PAIR_018108,HT_015018,HT_016055,2025-12-14,1,2.2,63.68,9,4.0
PAIR_018109,HT_018577,HT_016184,2025-11-28,1,1.4,48.77,5,3.0
PAIR_018110,HT_012642,HT_010259,2025-05-09,0,,,0,
PAIR_018111,HT_011218,HT_010108,2025-09-13,1,0.47,19.72,6,
PAIR_018112,HT_019478,HT_017043,2025-11-22,1,4.04,20.11,8,
PAIR_018113,HT_012544,HT_010293,2025-09-24,1,4.8,28.24,8,4.0
PAIR_018114,HT_015110,HT_018516,2025-11-17,1,0.89,27.11,5,3.0
PAIR_018115,HT_014450,HT_016367,2025-10-30,1,2.46,20.11,10,5.0
PAIR_018116,HT_017567,HT_015007,2025-08-30,1,7.2,20.62,10,
PAIR_018117,HT_014994,HT_011356,2025-05-21,1,0.88,36.82,12,
PAIR_018118,HT_010025,HT_018475,2026-03-18,0,,,0,
PAIR_018119,HT_012973,HT_015718,2026-04-09,0,,,0,
PAIR_018120,HT_014207,HT_011183,2025-11-27,0,,,0,
PAIR_018121,HT_011343,HT_014433,2025-10-01,0,,,0,
PAIR_018122,HT_011912,HT_014917,2025-12-10,0,,,0,
PAIR_018123,HT_018139,HT_011682,2025-10-08,0,,,0,
PAIR_018124,HT_017120,HT_019246,2026-01-17,1,3.29,60.11,10,5.0
PAIR_018125,HT_011622,HT_019699,2025-05-09,1,2.76,47.43,4,
PAIR_018126,HT_013537,HT_018842,2025-06-28,1,1.43,23.9,9,3.0
PAIR_018127,HT_018899,HT_013059,2025-10-21,0,,,0,
PAIR_018128,HT_011089,HT_017728,2025-12-09,0,,,0,
PAIR_018129,HT_017841,HT_014349,2025-07-24,0,,,0,
PAIR_018130,HT_012949,HT_017220,2025-07-20,1,1.32,23.14,5,4.0
PAIR_018131,HT_010726,HT_014848,2025-04-24,0,,,0,
PAIR_018132,HT_017774,HT_013552,2025-05-20,1,0.82,14.66,8,4.0
PAIR_018133,HT_017288,HT_011155,2026-04-08,0,,,0,
PAIR_018134,HT_012774,HT_018180,2025-09-16,1,0.02,17.87,4,3.0
PAIR_018135,HT_016526,HT_017318,2025-04-25,0,,,0,
PAIR_018136,HT_016757,HT_015329,2025-06-20,0,,,0,
PAIR_018137,HT_019172,HT_016044,2025-04-29,1,1.34,10.5,10,3.0
PAIR_018138,HT_014150,HT_014833,2025-05-13,1,2.05,14.49,6,
PAIR_018139,HT_014847,HT_016896,2026-01-06,0,,,0,
PAIR_018140,HT_014008,HT_016687,2025-08-18,0,,,0,
PAIR_018141,HT_017428,HT_013551,2026-03-08,1,1.28,22.22,7,
PAIR_018142,HT_015856,HT_012632,2026-01-18,0,,,0,
PAIR_018143,HT_011482,HT_010882,2026-02-13,0,,,0,
PAIR_018144,HT_014317,HT_019101,2025-11-23,0,,,0,
PAIR_018145,HT_017029,HT_015046,2026-03-30,0,,,0,
PAIR_018146,HT_014735,HT_018395,2026-02-01,0,,,0,
PAIR_018147,HT_014512,HT_015325,2026-02-14,1,1.62,37.34,7,5.0
PAIR_018148,HT_013826,HT_010008,2025-10-07,0,,,0,
PAIR_018149,HT_018902,HT_015067,2025-08-17,1,0.4,30.99,5,
PAIR_018150,HT_019818,HT_013829,2025-11-21,1,0.66,18.51,5,3.0
PAIR_018151,HT_015707,HT_015860,2025-05-19,1,4.27,6.03,8,
PAIR_018152,HT_011895,HT_016396,2026-01-23,1,1.34,12.81,6,3.0
